"year","age","week","deaths","pop_start","pop_end","weekMax","season","pop_midweek","exposure"
2000,"30-34",29,85,6947660,6699839,52,0.548076923076923,6811835.02884615,130996.827477811
2000,"30-34",30,96,6947660,6699839,52,0.567307692307692,6807069.24038462,130905.177699704
2000,"30-34",31,105,6947660,6699839,52,0.586538461538462,6802303.45192308,130813.527921598
2000,"30-34",32,99,6947660,6699839,52,0.605769230769231,6797537.66346154,130721.878143491
2000,"30-34",33,92,6947660,6699839,52,0.625,6792771.875,130630.228365385
2000,"30-34",34,94,6947660,6699839,52,0.644230769230769,6788006.08653846,130538.578587278
2000,"30-34",35,75,6947660,6699839,52,0.663461538461538,6783240.29807692,130446.928809172
2000,"30-34",36,100,6947660,6699839,52,0.682692307692308,6778474.50961538,130355.279031065
2000,"30-34",37,82,6947660,6699839,52,0.701923076923077,6773708.72115385,130263.629252959
2000,"30-34",38,86,6947660,6699839,52,0.721153846153846,6768942.93269231,130171.979474852
2000,"30-34",39,86,6947660,6699839,52,0.740384615384615,6764177.14423077,130080.329696746
2000,"30-34",40,102,6947660,6699839,52,0.759615384615385,6759411.35576923,129988.679918639
2000,"30-34",41,92,6947660,6699839,52,0.778846153846154,6754645.56730769,129897.030140533
2000,"30-34",42,76,6947660,6699839,52,0.798076923076923,6749879.77884615,129805.380362426
2000,"30-34",43,90,6947660,6699839,52,0.817307692307692,6745113.99038462,129713.73058432
2000,"30-34",44,79,6947660,6699839,52,0.836538461538462,6740348.20192308,129622.080806213
2000,"30-34",45,86,6947660,6699839,52,0.855769230769231,6735582.41346154,129530.431028106
2000,"30-34",46,82,6947660,6699839,52,0.875,6730816.625,129438.78125
2000,"30-34",47,78,6947660,6699839,52,0.894230769230769,6726050.83653846,129347.131471894
2000,"30-34",48,91,6947660,6699839,52,0.913461538461538,6721285.04807692,129255.481693787
2000,"30-34",49,82,6947660,6699839,52,0.932692307692308,6716519.25961538,129163.83191568
2000,"30-34",50,93,6947660,6699839,52,0.951923076923077,6711753.47115385,129072.182137574
2000,"30-34",51,81,6947660,6699839,52,0.971153846153846,6706987.68269231,128980.532359467
2000,"30-34",52,84,6947660,6699839,52,0.990384615384615,6702221.89423077,128888.882581361
2000,"35-39",1,159,7143979,7222828,52,0.00961538461538462,7144737.16346154,137398.79160503
2000,"35-39",2,143,7143979,7222828,52,0.0288461538461538,7146253.49038462,137427.951738166
2000,"35-39",3,167,7143979,7222828,52,0.0480769230769231,7147769.81730769,137457.111871302
2000,"35-39",4,154,7143979,7222828,52,0.0673076923076923,7149286.14423077,137486.272004438
2000,"35-39",5,167,7143979,7222828,52,0.0865384615384615,7150802.47115385,137515.432137574
2000,"35-39",6,134,7143979,7222828,52,0.105769230769231,7152318.79807692,137544.59227071
2000,"35-39",7,138,7143979,7222828,52,0.125,7153835.125,137573.752403846
2000,"35-39",8,160,7143979,7222828,52,0.144230769230769,7155351.45192308,137602.912536982
2000,"35-39",9,148,7143979,7222828,52,0.163461538461538,7156867.77884615,137632.072670118
2000,"35-39",10,167,7143979,7222828,52,0.182692307692308,7158384.10576923,137661.232803254
2000,"35-39",11,124,7143979,7222828,52,0.201923076923077,7159900.43269231,137690.392936391
2000,"35-39",12,152,7143979,7222828,52,0.221153846153846,7161416.75961538,137719.553069527
2000,"35-39",13,174,7143979,7222828,52,0.240384615384615,7162933.08653846,137748.713202663
2000,"35-39",14,145,7143979,7222828,52,0.259615384615385,7164449.41346154,137777.873335799
2000,"35-39",15,137,7143979,7222828,52,0.278846153846154,7165965.74038462,137807.033468935
2000,"35-39",16,147,7143979,7222828,52,0.298076923076923,7167482.06730769,137836.193602071
2000,"35-39",17,133,7143979,7222828,52,0.317307692307692,7168998.39423077,137865.353735207
2000,"35-39",18,168,7143979,7222828,52,0.336538461538462,7170514.72115385,137894.513868343
2000,"35-39",19,171,7143979,7222828,52,0.355769230769231,7172031.04807692,137923.674001479
2000,"35-39",20,162,7143979,7222828,52,0.375,7173547.375,137952.834134615
2000,"35-39",21,134,7143979,7222828,52,0.394230769230769,7175063.70192308,137981.994267751
2000,"35-39",22,162,7143979,7222828,52,0.413461538461538,7176580.02884615,138011.154400888
2000,"35-39",23,159,7143979,7222828,52,0.432692307692308,7178096.35576923,138040.314534024
2000,"35-39",24,154,7143979,7222828,52,0.451923076923077,7179612.68269231,138069.47466716
2000,"35-39",25,168,7143979,7222828,52,0.471153846153846,7181129.00961538,138098.634800296
2000,"35-39",26,134,7143979,7222828,52,0.490384615384615,7182645.33653846,138127.794933432
2000,"35-39",27,139,7143979,7222828,52,0.509615384615385,7184161.66346154,138156.955066568
2000,"35-39",28,116,7143979,7222828,52,0.528846153846154,7185677.99038462,138186.115199704
2000,"35-39",29,145,7143979,7222828,52,0.548076923076923,7187194.31730769,138215.27533284
2000,"35-39",30,160,7143979,7222828,52,0.567307692307692,7188710.64423077,138244.435465976
2000,"35-39",31,158,7143979,7222828,52,0.586538461538462,7190226.97115385,138273.595599112
2000,"35-39",32,171,7143979,7222828,52,0.605769230769231,7191743.29807692,138302.755732249
