"year","age","week","deaths","pop_start","pop_end","weekMax","season","pop_midweek","exposure"
2006,"60-64",52,807,4670024,4303946,52,0.990384615384615,4307465.98076923,82835.8842455621
2006,"65-69",1,1478,5374399,5459176,52,0.00961538461538462,5375214.16346154,103369.503143491
2006,"65-69",2,1430,5374399,5459176,52,0.0288461538461538,5376844.49038462,103400.85558432
2006,"65-69",3,1562,5374399,5459176,52,0.0480769230769231,5378474.81730769,103432.208025148
2006,"65-69",4,1572,5374399,5459176,52,0.0673076923076923,5380105.14423077,103463.560465976
2006,"65-69",5,1533,5374399,5459176,52,0.0865384615384615,5381735.47115385,103494.912906805
2006,"65-69",6,1483,5374399,5459176,52,0.105769230769231,5383365.79807692,103526.265347633
2006,"65-69",7,1515,5374399,5459176,52,0.125,5384996.125,103557.617788462
2006,"65-69",8,1450,5374399,5459176,52,0.144230769230769,5386626.45192308,103588.97022929
2006,"65-69",9,1562,5374399,5459176,52,0.163461538461538,5388256.77884615,103620.322670118
2006,"65-69",10,1454,5374399,5459176,52,0.182692307692308,5389887.10576923,103651.675110947
2006,"65-69",11,1484,5374399,5459176,52,0.201923076923077,5391517.43269231,103683.027551775
2006,"65-69",12,1476,5374399,5459176,52,0.221153846153846,5393147.75961538,103714.379992604
2006,"65-69",13,1509,5374399,5459176,52,0.240384615384615,5394778.08653846,103745.732433432
2006,"65-69",14,1457,5374399,5459176,52,0.259615384615385,5396408.41346154,103777.08487426
2006,"65-69",15,1496,5374399,5459176,52,0.278846153846154,5398038.74038462,103808.437315089
2006,"65-69",16,1352,5374399,5459176,52,0.298076923076923,5399669.06730769,103839.789755917
2006,"65-69",17,1405,5374399,5459176,52,0.317307692307692,5401299.39423077,103871.142196746
2006,"65-69",18,1404,5374399,5459176,52,0.336538461538462,5402929.72115385,103902.494637574
2006,"65-69",19,1509,5374399,5459176,52,0.355769230769231,5404560.04807692,103933.847078402
2006,"65-69",20,1361,5374399,5459176,52,0.375,5406190.375,103965.199519231
2006,"65-69",21,1432,5374399,5459176,52,0.394230769230769,5407820.70192308,103996.551960059
2006,"65-69",22,1443,5374399,5459176,52,0.413461538461538,5409451.02884615,104027.904400888
2006,"65-69",23,1410,5374399,5459176,52,0.432692307692308,5411081.35576923,104059.256841716
2006,"65-69",24,1477,5374399,5459176,52,0.451923076923077,5412711.68269231,104090.609282544
2006,"65-69",25,1407,5374399,5459176,52,0.471153846153846,5414342.00961538,104121.961723373
2006,"65-69",26,1377,5374399,5459176,52,0.490384615384615,5415972.33653846,104153.314164201
2006,"65-69",27,1405,5374399,5459176,52,0.509615384615385,5417602.66346154,104184.66660503
2006,"65-69",28,1337,5374399,5459176,52,0.528846153846154,5419232.99038462,104216.019045858
2006,"65-69",29,1480,5374399,5459176,52,0.548076923076923,5420863.31730769,104247.371486686
2006,"65-69",30,1566,5374399,5459176,52,0.567307692307692,5422493.64423077,104278.723927515
2006,"65-69",31,1365,5374399,5459176,52,0.586538461538462,5424123.97115385,104310.076368343
2006,"65-69",32,1370,5374399,5459176,52,0.605769230769231,5425754.29807692,104341.428809172
2006,"65-69",33,1383,5374399,5459176,52,0.625,5427384.625,104372.78125
2006,"65-69",34,1312,5374399,5459176,52,0.644230769230769,5429014.95192308,104404.133690828
2006,"65-69",35,1375,5374399,5459176,52,0.663461538461538,5430645.27884615,104435.486131657
2006,"65-69",36,1375,5374399,5459176,52,0.682692307692308,5432275.60576923,104466.838572485
2006,"65-69",37,1408,5374399,5459176,52,0.701923076923077,5433905.93269231,104498.191013314
2006,"65-69",38,1412,5374399,5459176,52,0.721153846153846,5435536.25961538,104529.543454142
2006,"65-69",39,1369,5374399,5459176,52,0.740384615384615,5437166.58653846,104560.89589497
2006,"65-69",40,1303,5374399,5459176,52,0.759615384615385,5438796.91346154,104592.248335799
2006,"65-69",41,1408,5374399,5459176,52,0.778846153846154,5440427.24038462,104623.600776627
2006,"65-69",42,1455,5374399,5459176,52,0.798076923076923,5442057.56730769,104654.953217456
2006,"65-69",43,1363,5374399,5459176,52,0.817307692307692,5443687.89423077,104686.305658284
2006,"65-69",44,1407,5374399,5459176,52,0.836538461538462,5445318.22115385,104717.658099112
2006,"65-69",45,1437,5374399,5459176,52,0.855769230769231,5446948.54807692,104749.010539941
2006,"65-69",46,1432,5374399,5459176,52,0.875,5448578.875,104780.362980769
2006,"65-69",47,1436,5374399,5459176,52,0.894230769230769,5450209.20192308,104811.715421598
2006,"65-69",48,1468,5374399,5459176,52,0.913461538461538,5451839.52884615,104843.067862426
2006,"65-69",49,1450,5374399,5459176,52,0.932692307692308,5453469.85576923,104874.420303254
