"statistic","country","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Germany",2000,"06.12.",2000-12-06,2373,"e"
"Statistik der Sterbefälle","Germany",2000,"07.12.",2000-12-07,2338,"e"
"Statistik der Sterbefälle","Germany",2000,"08.12.",2000-12-08,2344,"e"
"Statistik der Sterbefälle","Germany",2000,"09.12.",2000-12-09,2282,"e"
"Statistik der Sterbefälle","Germany",2000,"10.12.",2000-12-10,2189,"e"
"Statistik der Sterbefälle","Germany",2000,"11.12.",2000-12-11,2238,"e"
"Statistik der Sterbefälle","Germany",2000,"12.12.",2000-12-12,2327,"e"
"Statistik der Sterbefälle","Germany",2000,"13.12.",2000-12-13,2336,"e"
"Statistik der Sterbefälle","Germany",2000,"14.12.",2000-12-14,2386,"e"
"Statistik der Sterbefälle","Germany",2000,"15.12.",2000-12-15,2426,"e"
"Statistik der Sterbefälle","Germany",2000,"16.12.",2000-12-16,2301,"e"
"Statistik der Sterbefälle","Germany",2000,"17.12.",2000-12-17,2233,"e"
"Statistik der Sterbefälle","Germany",2000,"18.12.",2000-12-18,2350,"e"
"Statistik der Sterbefälle","Germany",2000,"19.12.",2000-12-19,2204,"e"
"Statistik der Sterbefälle","Germany",2000,"20.12.",2000-12-20,2377,"e"
"Statistik der Sterbefälle","Germany",2000,"21.12.",2000-12-21,2217,"e"
"Statistik der Sterbefälle","Germany",2000,"22.12.",2000-12-22,2335,"e"
"Statistik der Sterbefälle","Germany",2000,"23.12.",2000-12-23,2439,"e"
"Statistik der Sterbefälle","Germany",2000,"24.12.",2000-12-24,2392,"e"
"Statistik der Sterbefälle","Germany",2000,"25.12.",2000-12-25,2452,"e"
"Statistik der Sterbefälle","Germany",2000,"26.12.",2000-12-26,2468,"e"
"Statistik der Sterbefälle","Germany",2000,"27.12.",2000-12-27,2394,"e"
"Statistik der Sterbefälle","Germany",2000,"28.12.",2000-12-28,2535,"e"
"Statistik der Sterbefälle","Germany",2000,"29.12.",2000-12-29,2502,"e"
"Statistik der Sterbefälle","Germany",2000,"30.12.",2000-12-30,2531,"e"
"Statistik der Sterbefälle","Germany",2000,"31.12.",2000-12-31,2401,"e"
"Statistik der Sterbefälle","Germany",2001,"01.01.",2001-01-01,2540,"e"
"Statistik der Sterbefälle","Germany",2001,"02.01.",2001-01-02,2650,"e"
"Statistik der Sterbefälle","Germany",2001,"03.01.",2001-01-03,2482,"e"
"Statistik der Sterbefälle","Germany",2001,"04.01.",2001-01-04,2462,"e"
"Statistik der Sterbefälle","Germany",2001,"05.01.",2001-01-05,2511,"e"
"Statistik der Sterbefälle","Germany",2001,"06.01.",2001-01-06,2426,"e"
"Statistik der Sterbefälle","Germany",2001,"07.01.",2001-01-07,2333,"e"
"Statistik der Sterbefälle","Germany",2001,"08.01.",2001-01-08,2496,"e"
"Statistik der Sterbefälle","Germany",2001,"09.01.",2001-01-09,2397,"e"
"Statistik der Sterbefälle","Germany",2001,"10.01.",2001-01-10,2332,"e"
"Statistik der Sterbefälle","Germany",2001,"11.01.",2001-01-11,2298,"e"
"Statistik der Sterbefälle","Germany",2001,"12.01.",2001-01-12,2319,"e"
"Statistik der Sterbefälle","Germany",2001,"13.01.",2001-01-13,2327,"e"
"Statistik der Sterbefälle","Germany",2001,"14.01.",2001-01-14,2326,"e"
"Statistik der Sterbefälle","Germany",2001,"15.01.",2001-01-15,2342,"e"
"Statistik der Sterbefälle","Germany",2001,"16.01.",2001-01-16,2313,"e"
"Statistik der Sterbefälle","Germany",2001,"17.01.",2001-01-17,2425,"e"
"Statistik der Sterbefälle","Germany",2001,"18.01.",2001-01-18,2471,"e"
"Statistik der Sterbefälle","Germany",2001,"19.01.",2001-01-19,2451,"e"
"Statistik der Sterbefälle","Germany",2001,"20.01.",2001-01-20,2284,"e"
"Statistik der Sterbefälle","Germany",2001,"21.01.",2001-01-21,2311,"e"
"Statistik der Sterbefälle","Germany",2001,"22.01.",2001-01-22,2465,"e"
"Statistik der Sterbefälle","Germany",2001,"23.01.",2001-01-23,2491,"e"
"Statistik der Sterbefälle","Germany",2001,"24.01.",2001-01-24,2540,"e"
"Statistik der Sterbefälle","Germany",2001,"25.01.",2001-01-25,2520,"e"
"Statistik der Sterbefälle","Germany",2001,"26.01.",2001-01-26,2391,"e"
"Statistik der Sterbefälle","Germany",2001,"27.01.",2001-01-27,2357,"e"
"Statistik der Sterbefälle","Germany",2001,"28.01.",2001-01-28,2387,"e"
"Statistik der Sterbefälle","Germany",2001,"29.01.",2001-01-29,2355,"e"
"Statistik der Sterbefälle","Germany",2001,"30.01.",2001-01-30,2400,"e"
"Statistik der Sterbefälle","Germany",2001,"31.01.",2001-01-31,2426,"e"
"Statistik der Sterbefälle","Germany",2001,"01.02.",2001-02-01,2384,"e"
"Statistik der Sterbefälle","Germany",2001,"02.02.",2001-02-02,2414,"e"
"Statistik der Sterbefälle","Germany",2001,"03.02.",2001-02-03,2374,"e"
"Statistik der Sterbefälle","Germany",2001,"04.02.",2001-02-04,2395,"e"
"Statistik der Sterbefälle","Germany",2001,"05.02.",2001-02-05,2513,"e"
"Statistik der Sterbefälle","Germany",2001,"06.02.",2001-02-06,2363,"e"
"Statistik der Sterbefälle","Germany",2001,"07.02.",2001-02-07,2441,"e"
"Statistik der Sterbefälle","Germany",2001,"08.02.",2001-02-08,2493,"e"
"Statistik der Sterbefälle","Germany",2001,"09.02.",2001-02-09,2350,"e"
"Statistik der Sterbefälle","Germany",2001,"10.02.",2001-02-10,2366,"e"
"Statistik der Sterbefälle","Germany",2001,"11.02.",2001-02-11,2158,"e"
"Statistik der Sterbefälle","Germany",2001,"12.02.",2001-02-12,2302,"e"
"Statistik der Sterbefälle","Germany",2001,"13.02.",2001-02-13,2256,"e"
"Statistik der Sterbefälle","Germany",2001,"14.02.",2001-02-14,2384,"e"
"Statistik der Sterbefälle","Germany",2001,"15.02.",2001-02-15,2252,"e"
"Statistik der Sterbefälle","Germany",2001,"16.02.",2001-02-16,2417,"e"
"Statistik der Sterbefälle","Germany",2001,"17.02.",2001-02-17,2248,"e"
"Statistik der Sterbefälle","Germany",2001,"18.02.",2001-02-18,2182,"e"
"Statistik der Sterbefälle","Germany",2001,"19.02.",2001-02-19,2291,"e"
"Statistik der Sterbefälle","Germany",2001,"20.02.",2001-02-20,2353,"e"
"Statistik der Sterbefälle","Germany",2001,"21.02.",2001-02-21,2297,"e"
"Statistik der Sterbefälle","Germany",2001,"22.02.",2001-02-22,2338,"e"
"Statistik der Sterbefälle","Germany",2001,"23.02.",2001-02-23,2321,"e"
"Statistik der Sterbefälle","Germany",2001,"24.02.",2001-02-24,2290,"e"
"Statistik der Sterbefälle","Germany",2001,"25.02.",2001-02-25,2252,"e"
"Statistik der Sterbefälle","Germany",2001,"26.02.",2001-02-26,2397,"e"
"Statistik der Sterbefälle","Germany",2001,"27.02.",2001-02-27,2446,"e"
"Statistik der Sterbefälle","Germany",2001,"28.02.",2001-02-28,2403,"e"
"Statistik der Sterbefälle","Germany",2001,"01.03.",2001-03-01,2540,"e"
"Statistik der Sterbefälle","Germany",2001,"02.03.",2001-03-02,2451,"e"
"Statistik der Sterbefälle","Germany",2001,"03.03.",2001-03-03,2399,"e"
"Statistik der Sterbefälle","Germany",2001,"04.03.",2001-03-04,2391,"e"
"Statistik der Sterbefälle","Germany",2001,"05.03.",2001-03-05,2428,"e"
"Statistik der Sterbefälle","Germany",2001,"06.03.",2001-03-06,2366,"e"
"Statistik der Sterbefälle","Germany",2001,"07.03.",2001-03-07,2360,"e"
"Statistik der Sterbefälle","Germany",2001,"08.03.",2001-03-08,2471,"e"
"Statistik der Sterbefälle","Germany",2001,"09.03.",2001-03-09,2433,"e"
"Statistik der Sterbefälle","Germany",2001,"10.03.",2001-03-10,2331,"e"
"Statistik der Sterbefälle","Germany",2001,"11.03.",2001-03-11,2300,"e"
"Statistik der Sterbefälle","Germany",2001,"12.03.",2001-03-12,2474,"e"
"Statistik der Sterbefälle","Germany",2001,"13.03.",2001-03-13,2359,"e"
"Statistik der Sterbefälle","Germany",2001,"14.03.",2001-03-14,2424,"e"
"Statistik der Sterbefälle","Germany",2001,"15.03.",2001-03-15,2311,"e"
"Statistik der Sterbefälle","Germany",2001,"16.03.",2001-03-16,2334,"e"
"Statistik der Sterbefälle","Germany",2001,"17.03.",2001-03-17,2323,"e"
"Statistik der Sterbefälle","Germany",2001,"18.03.",2001-03-18,2302,"e"
"Statistik der Sterbefälle","Germany",2001,"19.03.",2001-03-19,2300,"e"
"Statistik der Sterbefälle","Germany",2001,"20.03.",2001-03-20,2412,"e"
"Statistik der Sterbefälle","Germany",2001,"21.03.",2001-03-21,2365,"e"
"Statistik der Sterbefälle","Germany",2001,"22.03.",2001-03-22,2439,"e"
"Statistik der Sterbefälle","Germany",2001,"23.03.",2001-03-23,2303,"e"
"Statistik der Sterbefälle","Germany",2001,"24.03.",2001-03-24,2320,"e"
"Statistik der Sterbefälle","Germany",2001,"25.03.",2001-03-25,2182,"e"
"Statistik der Sterbefälle","Germany",2001,"26.03.",2001-03-26,2343,"e"
"Statistik der Sterbefälle","Germany",2001,"27.03.",2001-03-27,2288,"e"
"Statistik der Sterbefälle","Germany",2001,"28.03.",2001-03-28,2385,"e"
"Statistik der Sterbefälle","Germany",2001,"29.03.",2001-03-29,2363,"e"
"Statistik der Sterbefälle","Germany",2001,"30.03.",2001-03-30,2309,"e"
"Statistik der Sterbefälle","Germany",2001,"31.03.",2001-03-31,2287,"e"
"Statistik der Sterbefälle","Germany",2001,"01.04.",2001-04-01,2254,"e"
"Statistik der Sterbefälle","Germany",2001,"02.04.",2001-04-02,2420,"e"
"Statistik der Sterbefälle","Germany",2001,"03.04.",2001-04-03,2469,"e"
"Statistik der Sterbefälle","Germany",2001,"04.04.",2001-04-04,2342,"e"
"Statistik der Sterbefälle","Germany",2001,"05.04.",2001-04-05,2356,"e"
"Statistik der Sterbefälle","Germany",2001,"06.04.",2001-04-06,2249,"e"
"Statistik der Sterbefälle","Germany",2001,"07.04.",2001-04-07,2365,"e"
"Statistik der Sterbefälle","Germany",2001,"08.04.",2001-04-08,2167,"e"
"Statistik der Sterbefälle","Germany",2001,"09.04.",2001-04-09,2282,"e"
"Statistik der Sterbefälle","Germany",2001,"10.04.",2001-04-10,2293,"e"
"Statistik der Sterbefälle","Germany",2001,"11.04.",2001-04-11,2276,"e"
"Statistik der Sterbefälle","Germany",2001,"12.04.",2001-04-12,2212,"e"
"Statistik der Sterbefälle","Germany",2001,"13.04.",2001-04-13,2220,"e"
"Statistik der Sterbefälle","Germany",2001,"14.04.",2001-04-14,2216,"e"
"Statistik der Sterbefälle","Germany",2001,"15.04.",2001-04-15,2214,"e"
"Statistik der Sterbefälle","Germany",2001,"16.04.",2001-04-16,2253,"e"
"Statistik der Sterbefälle","Germany",2001,"17.04.",2001-04-17,2348,"e"
"Statistik der Sterbefälle","Germany",2001,"18.04.",2001-04-18,2343,"e"
"Statistik der Sterbefälle","Germany",2001,"19.04.",2001-04-19,2348,"e"
"Statistik der Sterbefälle","Germany",2001,"20.04.",2001-04-20,2380,"e"
"Statistik der Sterbefälle","Germany",2001,"21.04.",2001-04-21,2264,"e"
"Statistik der Sterbefälle","Germany",2001,"22.04.",2001-04-22,2281,"e"
"Statistik der Sterbefälle","Germany",2001,"23.04.",2001-04-23,2408,"e"
"Statistik der Sterbefälle","Germany",2001,"24.04.",2001-04-24,2274,"e"
"Statistik der Sterbefälle","Germany",2001,"25.04.",2001-04-25,2350,"e"
"Statistik der Sterbefälle","Germany",2001,"26.04.",2001-04-26,2368,"e"
"Statistik der Sterbefälle","Germany",2001,"27.04.",2001-04-27,2271,"e"
"Statistik der Sterbefälle","Germany",2001,"28.04.",2001-04-28,2315,"e"
"Statistik der Sterbefälle","Germany",2001,"29.04.",2001-04-29,2309,"e"
"Statistik der Sterbefälle","Germany",2001,"30.04.",2001-04-30,2274,"e"
"Statistik der Sterbefälle","Germany",2001,"01.05.",2001-05-01,2370,"e"
"Statistik der Sterbefälle","Germany",2001,"02.05.",2001-05-02,2265,"e"
"Statistik der Sterbefälle","Germany",2001,"03.05.",2001-05-03,2458,"e"
"Statistik der Sterbefälle","Germany",2001,"04.05.",2001-05-04,2342,"e"
"Statistik der Sterbefälle","Germany",2001,"05.05.",2001-05-05,2149,"e"
"Statistik der Sterbefälle","Germany",2001,"06.05.",2001-05-06,2180,"e"
"Statistik der Sterbefälle","Germany",2001,"07.05.",2001-05-07,2285,"e"
"Statistik der Sterbefälle","Germany",2001,"08.05.",2001-05-08,2286,"e"
"Statistik der Sterbefälle","Germany",2001,"09.05.",2001-05-09,2221,"e"
"Statistik der Sterbefälle","Germany",2001,"10.05.",2001-05-10,2255,"e"
"Statistik der Sterbefälle","Germany",2001,"11.05.",2001-05-11,2341,"e"
"Statistik der Sterbefälle","Germany",2001,"12.05.",2001-05-12,2189,"e"
"Statistik der Sterbefälle","Germany",2001,"13.05.",2001-05-13,2293,"e"
"Statistik der Sterbefälle","Germany",2001,"14.05.",2001-05-14,2255,"e"
"Statistik der Sterbefälle","Germany",2001,"15.05.",2001-05-15,2291,"e"
"Statistik der Sterbefälle","Germany",2001,"16.05.",2001-05-16,2248,"e"
"Statistik der Sterbefälle","Germany",2001,"17.05.",2001-05-17,2122,"e"
"Statistik der Sterbefälle","Germany",2001,"18.05.",2001-05-18,2098,"e"
"Statistik der Sterbefälle","Germany",2001,"19.05.",2001-05-19,2112,"e"
"Statistik der Sterbefälle","Germany",2001,"20.05.",2001-05-20,2081,"e"
"Statistik der Sterbefälle","Germany",2001,"21.05.",2001-05-21,2268,"e"
"Statistik der Sterbefälle","Germany",2001,"22.05.",2001-05-22,2289,"e"
"Statistik der Sterbefälle","Germany",2001,"23.05.",2001-05-23,2142,"e"
"Statistik der Sterbefälle","Germany",2001,"24.05.",2001-05-24,2290,"e"
"Statistik der Sterbefälle","Germany",2001,"25.05.",2001-05-25,2232,"e"
"Statistik der Sterbefälle","Germany",2001,"26.05.",2001-05-26,2154,"e"
"Statistik der Sterbefälle","Germany",2001,"27.05.",2001-05-27,2200,"e"
"Statistik der Sterbefälle","Germany",2001,"28.05.",2001-05-28,2274,"e"
"Statistik der Sterbefälle","Germany",2001,"29.05.",2001-05-29,2246,"e"
"Statistik der Sterbefälle","Germany",2001,"30.05.",2001-05-30,2189,"e"
"Statistik der Sterbefälle","Germany",2001,"31.05.",2001-05-31,2259,"e"
"Statistik der Sterbefälle","Germany",2001,"01.06.",2001-06-01,2212,"e"
"Statistik der Sterbefälle","Germany",2001,"02.06.",2001-06-02,2201,"e"
"Statistik der Sterbefälle","Germany",2001,"03.06.",2001-06-03,2050,"e"
"Statistik der Sterbefälle","Germany",2001,"04.06.",2001-06-04,2060,"e"
"Statistik der Sterbefälle","Germany",2001,"05.06.",2001-06-05,2198,"e"
"Statistik der Sterbefälle","Germany",2001,"06.06.",2001-06-06,2219,"e"
"Statistik der Sterbefälle","Germany",2001,"07.06.",2001-06-07,2238,"e"
"Statistik der Sterbefälle","Germany",2001,"08.06.",2001-06-08,2160,"e"
"Statistik der Sterbefälle","Germany",2001,"09.06.",2001-06-09,2065,"e"
"Statistik der Sterbefälle","Germany",2001,"10.06.",2001-06-10,2068,"e"
"Statistik der Sterbefälle","Germany",2001,"11.06.",2001-06-11,2224,"e"
"Statistik der Sterbefälle","Germany",2001,"12.06.",2001-06-12,2110,"e"
"Statistik der Sterbefälle","Germany",2001,"13.06.",2001-06-13,2195,"e"
"Statistik der Sterbefälle","Germany",2001,"14.06.",2001-06-14,2130,"e"
"Statistik der Sterbefälle","Germany",2001,"15.06.",2001-06-15,2242,"e"
"Statistik der Sterbefälle","Germany",2001,"16.06.",2001-06-16,2276,"e"
"Statistik der Sterbefälle","Germany",2001,"17.06.",2001-06-17,2137,"e"
"Statistik der Sterbefälle","Germany",2001,"18.06.",2001-06-18,2087,"e"
"Statistik der Sterbefälle","Germany",2001,"19.06.",2001-06-19,2115,"e"
"Statistik der Sterbefälle","Germany",2001,"20.06.",2001-06-20,2183,"e"
"Statistik der Sterbefälle","Germany",2001,"21.06.",2001-06-21,2117,"e"
"Statistik der Sterbefälle","Germany",2001,"22.06.",2001-06-22,2163,"e"
"Statistik der Sterbefälle","Germany",2001,"23.06.",2001-06-23,2035,"e"
"Statistik der Sterbefälle","Germany",2001,"24.06.",2001-06-24,2159,"e"
"Statistik der Sterbefälle","Germany",2001,"25.06.",2001-06-25,2217,"e"
"Statistik der Sterbefälle","Germany",2001,"26.06.",2001-06-26,2308,"e"
"Statistik der Sterbefälle","Germany",2001,"27.06.",2001-06-27,2352,"e"
"Statistik der Sterbefälle","Germany",2001,"28.06.",2001-06-28,2326,"e"
"Statistik der Sterbefälle","Germany",2001,"29.06.",2001-06-29,2182,"e"
"Statistik der Sterbefälle","Germany",2001,"30.06.",2001-06-30,2211,"e"
"Statistik der Sterbefälle","Germany",2001,"01.07.",2001-07-01,2193,"e"
"Statistik der Sterbefälle","Germany",2001,"02.07.",2001-07-02,2084,"e"
"Statistik der Sterbefälle","Germany",2001,"03.07.",2001-07-03,2116,"e"
"Statistik der Sterbefälle","Germany",2001,"04.07.",2001-07-04,2223,"e"
"Statistik der Sterbefälle","Germany",2001,"05.07.",2001-07-05,2344,"e"
"Statistik der Sterbefälle","Germany",2001,"06.07.",2001-07-06,2383,"e"
"Statistik der Sterbefälle","Germany",2001,"07.07.",2001-07-07,2525,"e"
"Statistik der Sterbefälle","Germany",2001,"08.07.",2001-07-08,2210,"e"
"Statistik der Sterbefälle","Germany",2001,"09.07.",2001-07-09,2180,"e"
"Statistik der Sterbefälle","Germany",2001,"10.07.",2001-07-10,2189,"e"
"Statistik der Sterbefälle","Germany",2001,"11.07.",2001-07-11,2120,"e"
"Statistik der Sterbefälle","Germany",2001,"12.07.",2001-07-12,2174,"e"
"Statistik der Sterbefälle","Germany",2001,"13.07.",2001-07-13,2176,"e"
"Statistik der Sterbefälle","Germany",2001,"14.07.",2001-07-14,2208,"e"
"Statistik der Sterbefälle","Germany",2001,"15.07.",2001-07-15,2032,"e"
"Statistik der Sterbefälle","Germany",2001,"16.07.",2001-07-16,2119,"e"
"Statistik der Sterbefälle","Germany",2001,"17.07.",2001-07-17,2151,"e"
"Statistik der Sterbefälle","Germany",2001,"18.07.",2001-07-18,2130,"e"
"Statistik der Sterbefälle","Germany",2001,"19.07.",2001-07-19,2235,"e"
"Statistik der Sterbefälle","Germany",2001,"20.07.",2001-07-20,2133,"e"
"Statistik der Sterbefälle","Germany",2001,"21.07.",2001-07-21,2055,"e"
"Statistik der Sterbefälle","Germany",2001,"22.07.",2001-07-22,2205,"e"
"Statistik der Sterbefälle","Germany",2001,"23.07.",2001-07-23,2266,"e"
"Statistik der Sterbefälle","Germany",2001,"24.07.",2001-07-24,2276,"e"
"Statistik der Sterbefälle","Germany",2001,"25.07.",2001-07-25,2207,"e"
"Statistik der Sterbefälle","Germany",2001,"26.07.",2001-07-26,2208,"e"
"Statistik der Sterbefälle","Germany",2001,"27.07.",2001-07-27,2277,"e"
"Statistik der Sterbefälle","Germany",2001,"28.07.",2001-07-28,2298,"e"
"Statistik der Sterbefälle","Germany",2001,"29.07.",2001-07-29,2253,"e"
"Statistik der Sterbefälle","Germany",2001,"30.07.",2001-07-30,2212,"e"
"Statistik der Sterbefälle","Germany",2001,"31.07.",2001-07-31,2335,"e"
"Statistik der Sterbefälle","Germany",2001,"01.08.",2001-08-01,2209,"e"
"Statistik der Sterbefälle","Germany",2001,"02.08.",2001-08-02,2203,"e"
"Statistik der Sterbefälle","Germany",2001,"03.08.",2001-08-03,2398,"e"
"Statistik der Sterbefälle","Germany",2001,"04.08.",2001-08-04,2162,"e"
"Statistik der Sterbefälle","Germany",2001,"05.08.",2001-08-05,2005,"e"
"Statistik der Sterbefälle","Germany",2001,"06.08.",2001-08-06,2133,"e"
"Statistik der Sterbefälle","Germany",2001,"07.08.",2001-08-07,2051,"e"
"Statistik der Sterbefälle","Germany",2001,"08.08.",2001-08-08,2104,"e"
"Statistik der Sterbefälle","Germany",2001,"09.08.",2001-08-09,2042,"e"
"Statistik der Sterbefälle","Germany",2001,"10.08.",2001-08-10,2041,"e"
"Statistik der Sterbefälle","Germany",2001,"11.08.",2001-08-11,2014,"e"
"Statistik der Sterbefälle","Germany",2001,"12.08.",2001-08-12,1963,"e"
"Statistik der Sterbefälle","Germany",2001,"13.08.",2001-08-13,2132,"e"
"Statistik der Sterbefälle","Germany",2001,"14.08.",2001-08-14,2239,"e"
"Statistik der Sterbefälle","Germany",2001,"15.08.",2001-08-15,2295,"e"
"Statistik der Sterbefälle","Germany",2001,"16.08.",2001-08-16,2349,"e"
"Statistik der Sterbefälle","Germany",2001,"17.08.",2001-08-17,2201,"e"
"Statistik der Sterbefälle","Germany",2001,"18.08.",2001-08-18,2197,"e"
"Statistik der Sterbefälle","Germany",2001,"19.08.",2001-08-19,2175,"e"
"Statistik der Sterbefälle","Germany",2001,"20.08.",2001-08-20,2147,"e"
"Statistik der Sterbefälle","Germany",2001,"21.08.",2001-08-21,2093,"e"
"Statistik der Sterbefälle","Germany",2001,"22.08.",2001-08-22,2093,"e"
"Statistik der Sterbefälle","Germany",2001,"23.08.",2001-08-23,2150,"e"
"Statistik der Sterbefälle","Germany",2001,"24.08.",2001-08-24,2300,"e"
"Statistik der Sterbefälle","Germany",2001,"25.08.",2001-08-25,2301,"e"
"Statistik der Sterbefälle","Germany",2001,"26.08.",2001-08-26,2255,"e"
"Statistik der Sterbefälle","Germany",2001,"27.08.",2001-08-27,2286,"e"
"Statistik der Sterbefälle","Germany",2001,"28.08.",2001-08-28,1965,"e"
"Statistik der Sterbefälle","Germany",2001,"29.08.",2001-08-29,2033,"e"
"Statistik der Sterbefälle","Germany",2001,"30.08.",2001-08-30,2094,"e"
