"statistic","country","year","week","age","sex","deaths","quality"
"Statistik der Sterbefälle","Germany",2015,32,"65-69","Male","664","e"
"Statistik der Sterbefälle","Germany",2015,32,"65-69","Female","427","e"
"Statistik der Sterbefälle","Germany",2015,32,"70-74","Male","907","e"
"Statistik der Sterbefälle","Germany",2015,32,"70-74","Female","616","e"
"Statistik der Sterbefälle","Germany",2015,32,"75-79","Male","1467","e"
"Statistik der Sterbefälle","Germany",2015,32,"75-79","Female","1124","e"
"Statistik der Sterbefälle","Germany",2015,32,"80-84","Male","1361","e"
"Statistik der Sterbefälle","Germany",2015,32,"80-84","Female","1406","e"
"Statistik der Sterbefälle","Germany",2015,32,"85-89","Male","1246","e"
"Statistik der Sterbefälle","Germany",2015,32,"85-89","Female","1837","e"
"Statistik der Sterbefälle","Germany",2015,32,"90-94","Male","566","e"
"Statistik der Sterbefälle","Germany",2015,32,"90-94","Female","1613","e"
"Statistik der Sterbefälle","Germany",2015,32,"95+","Male","126","e"
"Statistik der Sterbefälle","Germany",2015,32,"95+","Female","615","e"
"Statistik der Sterbefälle","Germany",2015,33,"0-29","Male","111","e"
"Statistik der Sterbefälle","Germany",2015,33,"0-29","Female","52","e"
"Statistik der Sterbefälle","Germany",2015,33,"30-34","Male","40","e"
"Statistik der Sterbefälle","Germany",2015,33,"30-34","Female","18","e"
"Statistik der Sterbefälle","Germany",2015,33,"35-39","Male","29","e"
"Statistik der Sterbefälle","Germany",2015,33,"35-39","Female","29","e"
"Statistik der Sterbefälle","Germany",2015,33,"40-44","Male","73","e"
"Statistik der Sterbefälle","Germany",2015,33,"40-44","Female","42","e"
"Statistik der Sterbefälle","Germany",2015,33,"45-49","Male","167","e"
"Statistik der Sterbefälle","Germany",2015,33,"45-49","Female","65","e"
"Statistik der Sterbefälle","Germany",2015,33,"50-54","Male","301","e"
"Statistik der Sterbefälle","Germany",2015,33,"50-54","Female","161","e"
"Statistik der Sterbefälle","Germany",2015,33,"55-59","Male","403","e"
"Statistik der Sterbefälle","Germany",2015,33,"55-59","Female","223","e"
"Statistik der Sterbefälle","Germany",2015,33,"60-64","Male","573","e"
"Statistik der Sterbefälle","Germany",2015,33,"60-64","Female","309","e"
"Statistik der Sterbefälle","Germany",2015,33,"65-69","Male","685","e"
"Statistik der Sterbefälle","Germany",2015,33,"65-69","Female","397","e"
"Statistik der Sterbefälle","Germany",2015,33,"70-74","Male","968","e"
"Statistik der Sterbefälle","Germany",2015,33,"70-74","Female","594","e"
"Statistik der Sterbefälle","Germany",2015,33,"75-79","Male","1452","e"
"Statistik der Sterbefälle","Germany",2015,33,"75-79","Female","1146","e"
"Statistik der Sterbefälle","Germany",2015,33,"80-84","Male","1418","e"
"Statistik der Sterbefälle","Germany",2015,33,"80-84","Female","1476","e"
"Statistik der Sterbefälle","Germany",2015,33,"85-89","Male","1256","e"
"Statistik der Sterbefälle","Germany",2015,33,"85-89","Female","1922","e"
"Statistik der Sterbefälle","Germany",2015,33,"90-94","Male","575","e"
"Statistik der Sterbefälle","Germany",2015,33,"90-94","Female","1648","e"
"Statistik der Sterbefälle","Germany",2015,33,"95+","Male","123","e"
"Statistik der Sterbefälle","Germany",2015,33,"95+","Female","625","e"
"Statistik der Sterbefälle","Germany",2015,34,"0-29","Male","100","e"
"Statistik der Sterbefälle","Germany",2015,34,"0-29","Female","57","e"
"Statistik der Sterbefälle","Germany",2015,34,"30-34","Male","38","e"
"Statistik der Sterbefälle","Germany",2015,34,"30-34","Female","16","e"
"Statistik der Sterbefälle","Germany",2015,34,"35-39","Male","53","e"
"Statistik der Sterbefälle","Germany",2015,34,"35-39","Female","23","e"
"Statistik der Sterbefälle","Germany",2015,34,"40-44","Male","70","e"
"Statistik der Sterbefälle","Germany",2015,34,"40-44","Female","43","e"
"Statistik der Sterbefälle","Germany",2015,34,"45-49","Male","174","e"
"Statistik der Sterbefälle","Germany",2015,34,"45-49","Female","81","e"
"Statistik der Sterbefälle","Germany",2015,34,"50-54","Male","289","e"
"Statistik der Sterbefälle","Germany",2015,34,"50-54","Female","160","e"
"Statistik der Sterbefälle","Germany",2015,34,"55-59","Male","444","e"
"Statistik der Sterbefälle","Germany",2015,34,"55-59","Female","194","e"
"Statistik der Sterbefälle","Germany",2015,34,"60-64","Male","566","e"
"Statistik der Sterbefälle","Germany",2015,34,"60-64","Female","293","e"
"Statistik der Sterbefälle","Germany",2015,34,"65-69","Male","630","e"
"Statistik der Sterbefälle","Germany",2015,34,"65-69","Female","345","e"
"Statistik der Sterbefälle","Germany",2015,34,"70-74","Male","861","e"
"Statistik der Sterbefälle","Germany",2015,34,"70-74","Female","562","e"
"Statistik der Sterbefälle","Germany",2015,34,"75-79","Male","1297","e"
"Statistik der Sterbefälle","Germany",2015,34,"75-79","Female","989","e"
"Statistik der Sterbefälle","Germany",2015,34,"80-84","Male","1287","e"
"Statistik der Sterbefälle","Germany",2015,34,"80-84","Female","1284","e"
"Statistik der Sterbefälle","Germany",2015,34,"85-89","Male","1105","e"
"Statistik der Sterbefälle","Germany",2015,34,"85-89","Female","1713","e"
"Statistik der Sterbefälle","Germany",2015,34,"90-94","Male","519","e"
"Statistik der Sterbefälle","Germany",2015,34,"90-94","Female","1389","e"
"Statistik der Sterbefälle","Germany",2015,34,"95+","Male","143","e"
"Statistik der Sterbefälle","Germany",2015,34,"95+","Female","508","e"
"Statistik der Sterbefälle","Germany",2015,35,"0-29","Male","96","e"
"Statistik der Sterbefälle","Germany",2015,35,"0-29","Female","60","e"
"Statistik der Sterbefälle","Germany",2015,35,"30-34","Male","35","e"
"Statistik der Sterbefälle","Germany",2015,35,"30-34","Female","19","e"
"Statistik der Sterbefälle","Germany",2015,35,"35-39","Male","42","e"
"Statistik der Sterbefälle","Germany",2015,35,"35-39","Female","24","e"
"Statistik der Sterbefälle","Germany",2015,35,"40-44","Male","66","e"
"Statistik der Sterbefälle","Germany",2015,35,"40-44","Female","33","e"
"Statistik der Sterbefälle","Germany",2015,35,"45-49","Male","149","e"
"Statistik der Sterbefälle","Germany",2015,35,"45-49","Female","75","e"
"Statistik der Sterbefälle","Germany",2015,35,"50-54","Male","282","e"
"Statistik der Sterbefälle","Germany",2015,35,"50-54","Female","170","e"
"Statistik der Sterbefälle","Germany",2015,35,"55-59","Male","393","e"
"Statistik der Sterbefälle","Germany",2015,35,"55-59","Female","200","e"
"Statistik der Sterbefälle","Germany",2015,35,"60-64","Male","519","e"
"Statistik der Sterbefälle","Germany",2015,35,"60-64","Female","320","e"
"Statistik der Sterbefälle","Germany",2015,35,"65-69","Male","673","e"
"Statistik der Sterbefälle","Germany",2015,35,"65-69","Female","345","e"
"Statistik der Sterbefälle","Germany",2015,35,"70-74","Male","967","e"
"Statistik der Sterbefälle","Germany",2015,35,"70-74","Female","619","e"
"Statistik der Sterbefälle","Germany",2015,35,"75-79","Male","1345","e"
"Statistik der Sterbefälle","Germany",2015,35,"75-79","Female","1105","e"
"Statistik der Sterbefälle","Germany",2015,35,"80-84","Male","1361","e"
"Statistik der Sterbefälle","Germany",2015,35,"80-84","Female","1335","e"
"Statistik der Sterbefälle","Germany",2015,35,"85-89","Male","1226","e"
"Statistik der Sterbefälle","Germany",2015,35,"85-89","Female","1840","e"
"Statistik der Sterbefälle","Germany",2015,35,"90-94","Male","540","e"
"Statistik der Sterbefälle","Germany",2015,35,"90-94","Female","1564","e"
"Statistik der Sterbefälle","Germany",2015,35,"95+","Male","122","e"
"Statistik der Sterbefälle","Germany",2015,35,"95+","Female","592","e"
"Statistik der Sterbefälle","Germany",2015,36,"0-29","Male","78","e"
"Statistik der Sterbefälle","Germany",2015,36,"0-29","Female","46","e"
"Statistik der Sterbefälle","Germany",2015,36,"30-34","Male","33","e"
"Statistik der Sterbefälle","Germany",2015,36,"30-34","Female","17","e"
"Statistik der Sterbefälle","Germany",2015,36,"35-39","Male","46","e"
"Statistik der Sterbefälle","Germany",2015,36,"35-39","Female","19","e"
"Statistik der Sterbefälle","Germany",2015,36,"40-44","Male","65","e"
"Statistik der Sterbefälle","Germany",2015,36,"40-44","Female","38","e"
"Statistik der Sterbefälle","Germany",2015,36,"45-49","Male","134","e"
"Statistik der Sterbefälle","Germany",2015,36,"45-49","Female","95","e"
"Statistik der Sterbefälle","Germany",2015,36,"50-54","Male","270","e"
"Statistik der Sterbefälle","Germany",2015,36,"50-54","Female","160","e"
"Statistik der Sterbefälle","Germany",2015,36,"55-59","Male","434","e"
"Statistik der Sterbefälle","Germany",2015,36,"55-59","Female","219","e"
"Statistik der Sterbefälle","Germany",2015,36,"60-64","Male","544","e"
"Statistik der Sterbefälle","Germany",2015,36,"60-64","Female","313","e"
"Statistik der Sterbefälle","Germany",2015,36,"65-69","Male","666","e"
"Statistik der Sterbefälle","Germany",2015,36,"65-69","Female","353","e"
"Statistik der Sterbefälle","Germany",2015,36,"70-74","Male","889","e"
"Statistik der Sterbefälle","Germany",2015,36,"70-74","Female","593","e"
"Statistik der Sterbefälle","Germany",2015,36,"75-79","Male","1370","e"
"Statistik der Sterbefälle","Germany",2015,36,"75-79","Female","1023","e"
"Statistik der Sterbefälle","Germany",2015,36,"80-84","Male","1279","e"
"Statistik der Sterbefälle","Germany",2015,36,"80-84","Female","1393","e"
"Statistik der Sterbefälle","Germany",2015,36,"85-89","Male","1177","e"
"Statistik der Sterbefälle","Germany",2015,36,"85-89","Female","1741","e"
"Statistik der Sterbefälle","Germany",2015,36,"90-94","Male","515","e"
"Statistik der Sterbefälle","Germany",2015,36,"90-94","Female","1474","e"
"Statistik der Sterbefälle","Germany",2015,36,"95+","Male","128","e"
"Statistik der Sterbefälle","Germany",2015,36,"95+","Female","542","e"
"Statistik der Sterbefälle","Germany",2015,37,"0-29","Male","96","e"
"Statistik der Sterbefälle","Germany",2015,37,"0-29","Female","51","e"
"Statistik der Sterbefälle","Germany",2015,37,"30-34","Male","38","e"
"Statistik der Sterbefälle","Germany",2015,37,"30-34","Female","19","e"
"Statistik der Sterbefälle","Germany",2015,37,"35-39","Male","53","e"
"Statistik der Sterbefälle","Germany",2015,37,"35-39","Female","31","e"
"Statistik der Sterbefälle","Germany",2015,37,"40-44","Male","85","e"
"Statistik der Sterbefälle","Germany",2015,37,"40-44","Female","42","e"
"Statistik der Sterbefälle","Germany",2015,37,"45-49","Male","172","e"
"Statistik der Sterbefälle","Germany",2015,37,"45-49","Female","72","e"
"Statistik der Sterbefälle","Germany",2015,37,"50-54","Male","311","e"
"Statistik der Sterbefälle","Germany",2015,37,"50-54","Female","144","e"
"Statistik der Sterbefälle","Germany",2015,37,"55-59","Male","395","e"
"Statistik der Sterbefälle","Germany",2015,37,"55-59","Female","244","e"
"Statistik der Sterbefälle","Germany",2015,37,"60-64","Male","586","e"
"Statistik der Sterbefälle","Germany",2015,37,"60-64","Female","278","e"
"Statistik der Sterbefälle","Germany",2015,37,"65-69","Male","683","e"
"Statistik der Sterbefälle","Germany",2015,37,"65-69","Female","369","e"
"Statistik der Sterbefälle","Germany",2015,37,"70-74","Male","902","e"
"Statistik der Sterbefälle","Germany",2015,37,"70-74","Female","630","e"
"Statistik der Sterbefälle","Germany",2015,37,"75-79","Male","1357","e"
"Statistik der Sterbefälle","Germany",2015,37,"75-79","Female","1078","e"
"Statistik der Sterbefälle","Germany",2015,37,"80-84","Male","1281","e"
"Statistik der Sterbefälle","Germany",2015,37,"80-84","Female","1371","e"
"Statistik der Sterbefälle","Germany",2015,37,"85-89","Male","1166","e"
"Statistik der Sterbefälle","Germany",2015,37,"85-89","Female","1751","e"
"Statistik der Sterbefälle","Germany",2015,37,"90-94","Male","603","e"
"Statistik der Sterbefälle","Germany",2015,37,"90-94","Female","1491","e"
"Statistik der Sterbefälle","Germany",2015,37,"95+","Male","139","e"
"Statistik der Sterbefälle","Germany",2015,37,"95+","Female","514","e"
"Statistik der Sterbefälle","Germany",2015,38,"0-29","Male","97","e"
"Statistik der Sterbefälle","Germany",2015,38,"0-29","Female","53","e"
"Statistik der Sterbefälle","Germany",2015,38,"30-34","Male","34","e"
"Statistik der Sterbefälle","Germany",2015,38,"30-34","Female","21","e"
"Statistik der Sterbefälle","Germany",2015,38,"35-39","Male","43","e"
"Statistik der Sterbefälle","Germany",2015,38,"35-39","Female","24","e"
"Statistik der Sterbefälle","Germany",2015,38,"40-44","Male","63","e"
"Statistik der Sterbefälle","Germany",2015,38,"40-44","Female","43","e"
"Statistik der Sterbefälle","Germany",2015,38,"45-49","Male","146","e"
"Statistik der Sterbefälle","Germany",2015,38,"45-49","Female","86","e"
"Statistik der Sterbefälle","Germany",2015,38,"50-54","Male","300","e"
"Statistik der Sterbefälle","Germany",2015,38,"50-54","Female","170","e"
"Statistik der Sterbefälle","Germany",2015,38,"55-59","Male","386","e"
"Statistik der Sterbefälle","Germany",2015,38,"55-59","Female","246","e"
"Statistik der Sterbefälle","Germany",2015,38,"60-64","Male","546","e"
"Statistik der Sterbefälle","Germany",2015,38,"60-64","Female","333","e"
"Statistik der Sterbefälle","Germany",2015,38,"65-69","Male","654","e"
"Statistik der Sterbefälle","Germany",2015,38,"65-69","Female","355","e"
"Statistik der Sterbefälle","Germany",2015,38,"70-74","Male","916","e"
"Statistik der Sterbefälle","Germany",2015,38,"70-74","Female","606","e"
"Statistik der Sterbefälle","Germany",2015,38,"75-79","Male","1366","e"
"Statistik der Sterbefälle","Germany",2015,38,"75-79","Female","1046","e"
"Statistik der Sterbefälle","Germany",2015,38,"80-84","Male","1406","e"
"Statistik der Sterbefälle","Germany",2015,38,"80-84","Female","1287","e"
"Statistik der Sterbefälle","Germany",2015,38,"85-89","Male","1193","e"
"Statistik der Sterbefälle","Germany",2015,38,"85-89","Female","1759","e"
"Statistik der Sterbefälle","Germany",2015,38,"90-94","Male","547","e"
"Statistik der Sterbefälle","Germany",2015,38,"90-94","Female","1584","e"
"Statistik der Sterbefälle","Germany",2015,38,"95+","Male","130","e"
"Statistik der Sterbefälle","Germany",2015,38,"95+","Female","594","e"
"Statistik der Sterbefälle","Germany",2015,39,"0-29","Male","99","e"
"Statistik der Sterbefälle","Germany",2015,39,"0-29","Female","58","e"
"Statistik der Sterbefälle","Germany",2015,39,"30-34","Male","29","e"
"Statistik der Sterbefälle","Germany",2015,39,"30-34","Female","22","e"
"Statistik der Sterbefälle","Germany",2015,39,"35-39","Male","38","e"
"Statistik der Sterbefälle","Germany",2015,39,"35-39","Female","28","e"
"Statistik der Sterbefälle","Germany",2015,39,"40-44","Male","73","e"
"Statistik der Sterbefälle","Germany",2015,39,"40-44","Female","24","e"
"Statistik der Sterbefälle","Germany",2015,39,"45-49","Male","137","e"
"Statistik der Sterbefälle","Germany",2015,39,"45-49","Female","79","e"
"Statistik der Sterbefälle","Germany",2015,39,"50-54","Male","302","e"
"Statistik der Sterbefälle","Germany",2015,39,"50-54","Female","157","e"
"Statistik der Sterbefälle","Germany",2015,39,"55-59","Male","403","e"
"Statistik der Sterbefälle","Germany",2015,39,"55-59","Female","212","e"
"Statistik der Sterbefälle","Germany",2015,39,"60-64","Male","535","e"
"Statistik der Sterbefälle","Germany",2015,39,"60-64","Female","266","e"
"Statistik der Sterbefälle","Germany",2015,39,"65-69","Male","625","e"
"Statistik der Sterbefälle","Germany",2015,39,"65-69","Female","339","e"
"Statistik der Sterbefälle","Germany",2015,39,"70-74","Male","948","e"
"Statistik der Sterbefälle","Germany",2015,39,"70-74","Female","610","e"
"Statistik der Sterbefälle","Germany",2015,39,"75-79","Male","1335","e"
"Statistik der Sterbefälle","Germany",2015,39,"75-79","Female","1034","e"
"Statistik der Sterbefälle","Germany",2015,39,"80-84","Male","1350","e"
"Statistik der Sterbefälle","Germany",2015,39,"80-84","Female","1428","e"
"Statistik der Sterbefälle","Germany",2015,39,"85-89","Male","1172","e"
"Statistik der Sterbefälle","Germany",2015,39,"85-89","Female","1705","e"
"Statistik der Sterbefälle","Germany",2015,39,"90-94","Male","527","e"
"Statistik der Sterbefälle","Germany",2015,39,"90-94","Female","1458","e"
"Statistik der Sterbefälle","Germany",2015,39,"95+","Male","123","e"
"Statistik der Sterbefälle","Germany",2015,39,"95+","Female","551","e"
"Statistik der Sterbefälle","Germany",2015,40,"0-29","Male","75","e"
