year,age,population,quality
2013,75,907640,e
2013,76,828350,e
2013,77,780463,e
2013,78,729582,e
2013,79,651700,e
2013,80,501647,e
2013,81,476219,e
2013,82,458304,e
2013,83,452450,e
2013,84,409089,e
2013,85,371836,e
2013,86,316775,e
2013,87,280180,e
2013,88,245685,e
2013,89,197595,e
2013,90,656580,e
2014,0,716419,e
2014,1,695915,e
2014,2,694369,e
2014,3,681109,e
2014,4,698599,e
2014,5,687851,e
2014,6,706180,e
2014,7,704334,e
2014,8,691490,e
2014,9,701623,e
2014,10,720022,e
2014,11,720522,e
2014,12,733069,e
2014,13,750865,e
2014,14,784356,e
2014,15,786661,e
2014,16,805999,e
2014,17,832637,e
2014,18,826219,e
2014,19,815272,e
2014,20,839173,e
2014,21,874957,e
2014,22,895922,e
2014,23,938818,e
2014,24,1037458,e
2014,25,1030691,e
2014,26,1062175,e
2014,27,1044361,e
2014,28,1030624,e
2014,29,998975,e
2014,30,997920,e
2014,31,1003047,e
2014,32,1027335,e
2014,33,1021180,e
2014,34,1024599,e
2014,35,977736,e
2014,36,965515,e
2014,37,957954,e
2014,38,940936,e
2014,39,916475,e
2014,40,930179,e
2014,41,939183,e
2014,42,1020846,e
2014,43,1125520,e
2014,44,1168551,e
2014,45,1257494,e
2014,46,1318041,e
2014,47,1354898,e
2014,48,1393452,e
2014,49,1398539,e
2014,50,1425189,e
2014,51,1413324,e
2014,52,1368092,e
2014,53,1348394,e
2014,54,1301653,e
2014,55,1265624,e
2014,56,1193969,e
2014,57,1166077,e
2014,58,1132207,e
2014,59,1095255,e
2014,60,1072820,e
2014,61,1035717,e
2014,62,1031649,e
2014,63,1008255,e
2014,64,1004536,e
2014,65,967820,e
2014,66,880316,e
2014,67,822979,e
2014,68,714011,e
2014,69,623768,e
2014,70,827839,e
2014,71,834208,e
2014,72,801337,e
2014,73,963133,e
2014,74,999697,e
2014,75,968206,e
2014,76,882884,e
2014,77,803177,e
2014,78,753546,e
2014,79,701492,e
2014,80,622710,e
2014,81,476467,e
2014,82,449106,e
2014,83,428716,e
2014,84,419703,e
2014,85,375704,e
2014,86,337175,e
2014,87,283769,e
2014,88,247855,e
2014,89,213675,e
2014,90,689418,e
2015,0,744721,e
2015,1,740078,e
2015,2,715608,e
2015,3,713757,e
2015,4,699382,e
2015,5,716863,e
2015,6,704716,e
2015,7,723366,e
2015,8,720452,e
2015,9,706517,e
2015,10,716699,e
2015,11,733698,e
2015,12,733981,e
2015,13,746291,e
2015,14,764997,e
2015,15,802215,e
2015,16,811294,e
2015,17,831042,e
2015,18,873171,e
2015,19,872242,e
2015,20,864859,e
2015,21,882914,e
2015,22,918055,e
2015,23,940583,e
2015,24,981467,e
2015,25,1081508,e
2015,26,1069607,e
2015,27,1099077,e
2015,28,1077451,e
2015,29,1060038,e
2015,30,1028283,e
2015,31,1023414,e
2015,32,1026274,e
2015,33,1049220,e
2015,34,1040669,e
2015,35,1045965,e
2015,36,995685,e
2015,37,981810,e
2015,38,973528,e
2015,39,954756,e
2015,40,930453,e
2015,41,942794,e
2015,42,950684,e
2015,43,1031271,e
2015,44,1134886,e
2015,45,1177330,e
2015,46,1265093,e
2015,47,1324666,e
2015,48,1359970,e
2015,49,1396645,e
2015,50,1400912,e
2015,51,1426217,e
2015,52,1413510,e
2015,53,1367400,e
2015,54,1346726,e
2015,55,1299396,e
2015,56,1261766,e
2015,57,1190144,e
2015,58,1160912,e
2015,59,1126422,e
2015,60,1088896,e
2015,61,1065097,e
2015,62,1027643,e
2015,63,1022255,e
2015,64,998165,e
2015,65,993544,e
2015,66,955943,e
2015,67,868455,e
2015,68,811207,e
2015,69,702735,e
2015,70,613134,e
2015,71,812814,e
2015,72,817825,e
2015,73,784324,e
2015,74,941096,e
2015,75,974315,e
2015,76,940958,e
2015,77,855435,e
2015,78,775260,e
2015,79,723930,e
2015,80,669656,e
2015,81,590675,e
2015,82,448413,e
2015,83,419124,e
2015,84,396544,e
2015,85,383806,e
2015,86,339187,e
2015,87,300405,e
2015,88,249247,e
2015,89,214055,e
2015,90,718091,e
2016,0,788299,e
2016,1,762519,e
2016,2,753217,e
2016,3,727203,e
2016,4,725208,e
2016,5,709649,e
2016,6,725990,e
2016,7,714614,e
2016,8,733904,e
2016,9,729770,e
2016,10,715498,e
2016,11,725080,e
2016,12,741434,e
2016,13,741827,e
2016,14,754356,e
2016,15,774861,e
2016,16,817175,e
2016,17,829658,e
2016,18,852649,e
2016,19,898526,e
2016,20,896869,e
2016,21,883871,e
2016,22,900327,e
2016,23,935857,e
2016,24,957107,e
2016,25,996131,e
2016,26,1094013,e
2016,27,1081506,e
2016,28,1108891,e
2016,29,1086215,e
2016,30,1068203,e
2016,31,1036328,e
2016,32,1029887,e
2016,33,1032181,e
2016,34,1054476,e
2016,35,1045463,e
2016,36,1050450,e
2016,37,999664,e
2016,38,985590,e
2016,39,976871,e
2016,40,957877,e
2016,41,933123,e
2016,42,945184,e
2016,43,953024,e
2016,44,1032778,e
2016,45,1135810,e
2016,46,1177742,e
2016,47,1264331,e
2016,48,1323771,e
2016,49,1358258,e
2016,50,1393957,e
2016,51,1397753,e
2016,52,1421951,e
2016,53,1408732,e
2016,54,1361914,e
2016,55,1340408,e
2016,56,1293120,e
2016,57,1254555,e
2016,58,1182584,e
2016,59,1152459,e
2016,60,1117653,e
2016,61,1079772,e
2016,62,1055517,e
2016,63,1017147,e
2016,64,1011191,e
2016,65,986117,e
2016,66,980637,e
2016,67,942547,e
2016,68,855561,e
2016,69,798439,e
2016,70,690163,e
2016,71,601545,e
2016,72,796592,e
2016,73,800408,e
2016,74,766229,e
2016,75,917490,e
2016,76,947484,e
2016,77,912772,e
2016,78,826172,e
2016,79,745639,e
2016,80,692490,e
2016,81,636554,e
2016,82,557352,e
2016,83,419843,e
2016,84,388732,e
2016,85,363961,e
2016,86,348412,e
2016,87,303581,e
2016,88,264910,e
2016,89,216478,e
2016,90,749597,e
2017,0,785074,e
2017,1,796149,e
2017,2,770628,e
2017,3,760868,e
2017,4,734059,e
2017,5,732088,e
2017,6,715528,e
2017,7,732586,e
2017,8,721168,e
2017,9,740846,e
2017,10,736082,e
2017,11,721745,e
2017,12,730820,e
2017,13,746890,e
2017,14,747228,e
2017,15,760238,e
2017,16,781964,e
2017,17,824185,e
2017,18,841946,e
2017,19,872234,e
2017,20,918164,e
2017,21,913985,e
2017,22,899827,e
2017,23,918306,e
2017,24,952232,e
2017,25,971610,e
2017,26,1009672,e
2017,27,1105660,e
2017,28,1092555,e
2017,29,1118583,e
2017,30,1094733,e
2017,31,1075886,e
2017,32,1043548,e
2017,33,1036879,e
2017,34,1039206,e
2017,35,1060221,e
2017,36,1051212,e
2017,37,1056495,e
2017,38,1004728,e
2017,39,990554,e
2017,40,981486,e
2017,41,962843,e
2017,42,937518,e
2017,43,949657,e
2017,44,956853,e
2017,45,1035587,e
2017,46,1138293,e
2017,47,1179668,e
2017,48,1265662,e
2017,49,1324077,e
2017,50,1357827,e
2017,51,1392300,e
2017,52,1395078,e
2017,53,1418449,e
2017,54,1404391,e
2017,55,1357082,e
2017,56,1334645,e
2017,57,1286991,e
2017,58,1247579,e
2017,59,1175219,e
2017,60,1144314,e
2017,61,1108669,e
2017,62,1070337,e
2017,63,1045334,e
2017,64,1006399,e
2017,65,999682,e
2017,66,973689,e
2017,67,967521,e
2017,68,928887,e
2017,69,841915,e
2017,70,784815,e
2017,71,676907,e
2017,72,589302,e
2017,73,779008,e
2017,74,781877,e
2017,75,746906,e
2017,76,892443,e
2017,77,918608,e
2017,78,882457,e
2017,79,795009,e
2017,80,713800,e
2017,81,658716,e
2017,82,601037,e
2017,83,521955,e
2017,84,389704,e
2017,85,356499,e
2017,86,330034,e
2017,87,312055,e
2017,88,267429,e
2017,89,229423,e
2017,90,770033,e
2018,0,783978,e
2018,1,796374,e
2018,2,802651,e
2018,3,776763,e
2018,4,766631,e
2018,5,739729,e
2018,6,736749,e
2018,7,720613,e
2018,8,738238,e
2018,9,726909,e
2018,10,746345,e
2018,11,741530,e
2018,12,726923,e
2018,13,735760,e
2018,14,751622,e
2018,15,752351,e
2018,16,766517,e
2018,17,787745,e
2018,18,835762,e
2018,19,861102,e
2018,20,891659,e
2018,21,934518,e
2018,22,929523,e
2018,23,916924,e
2018,24,934648,e
2018,25,967092,e
2018,26,985364,e
2018,27,1021919,e
2018,28,1116459,e
2018,29,1102501,e
2018,30,1127589,e
2018,31,1103635,e
2018,32,1083657,e
2018,33,1050793,e
2018,34,1043355,e
2018,35,1045184,e
2018,36,1065675,e
2018,37,1056516,e
2018,38,1060769,e
2018,39,1009272,e
2018,40,995070,e
2018,41,985641,e
2018,42,966513,e
2018,43,941433,e
2018,44,953081,e
2018,45,959668,e
2018,46,1038269,e
2018,47,1140019,e
2018,48,1180738,e
2018,49,1265825,e
2018,50,1323697,e
2018,51,1356220,e
2018,52,1389766,e
2018,53,1391794,e
2018,54,1414471,e
2018,55,1399366,e
2018,56,1351589,e
2018,57,1327937,e
2018,58,1279695,e
2018,59,1239631,e
2018,60,1166642,e
2018,61,1135091,e
2018,62,1098993,e
2018,63,1059645,e
2018,64,1033543,e
2018,65,994300,e
2018,66,986573,e
2018,67,960173,e
2018,68,953314,e
2018,69,914137,e
2018,70,827191,e
2018,71,770080,e
2018,72,662844,e
2018,73,575993,e
2018,74,760437,e
2018,75,761531,e
2018,76,726066,e
2018,77,865057,e
2018,78,887604,e
2018,79,849126,e
2018,80,761230,e
2018,81,679410,e
2018,82,622557,e
2018,83,563565,e
2018,84,484835,e
2018,85,357898,e
2018,86,323304,e
2018,87,295105,e
2018,88,275102,e
2018,89,231157,e
2018,90,794943,e
2019,0,774870,e
2019,1,794132,e
2019,2,802415,e
2019,3,807816,e
2019,4,782143,e
2019,5,771479,e
2019,6,743954,e
2019,7,741969,e
2019,8,725807,e
2019,9,743761,e
2019,10,732376,e
2019,11,751663,e
2019,12,746670,e
2019,13,731698,e
2019,14,740506,e
2019,15,756823,e
2019,16,757882,e
2019,17,771938,e
2019,18,798514,e
2019,19,854086,e
2019,20,878869,e
2019,21,905902,e
2019,22,947646,e
2019,23,944591,e
2019,24,931423,e
2019,25,947032,e
2019,26,978142,e
2019,27,995515,e
2019,28,1030314,e
2019,29,1123468,e
2019,30,1109227,e
2019,31,1133582,e
2019,32,1109010,e
2019,33,1088700,e
2019,34,1055201,e
2019,35,1048086,e
2019,36,1048762,e
2019,37,1069168,e
2019,38,1059479,e
2019,39,1063715,e
2019,40,1011818,e
2019,41,997428,e
2019,42,987623,e
2019,43,968885,e
2019,44,943272,e
2019,45,954462,e
2019,46,960829,e
2019,47,1038797,e
2019,48,1139590,e
2019,49,1179680,e
2019,50,1263945,e
2019,51,1320960,e
2019,52,1352770,e
2019,53,1385608,e
2019,54,1386952,e
2019,55,1408832,e
2019,56,1392942,e
2019,57,1344388,e
2019,58,1319852,e
2019,59,1271291,e
2019,60,1230109,e
2019,61,1157125,e
2019,62,1124758,e
2019,63,1087957,e
2019,64,1047822,e
2019,65,1021046,e
2019,66,981186,e
2019,67,972595,e
2019,68,946118,e
2019,69,938087,e
2019,70,898100,e
2019,71,811462,e
2019,72,754507,e
2019,73,648189,e
2019,74,561837,e
2019,75,740528,e
2019,76,740375,e
2019,77,704285,e
2019,78,836403,e
2019,79,854829,e
2019,80,814346,e
2019,81,726011,e
2019,82,643708,e
2019,83,585337,e
2019,84,524879,e
2019,85,447140,e
2019,86,325904,e
2019,87,290120,e
2019,88,261406,e
2019,89,239237,e
2019,90,823047,e
2020,0,769380,e
2020,1,783593,e
2020,2,798366,e
2020,3,806198,e
2020,4,811601,e
2020,5,785754,e
2020,6,774587,e
2020,7,747447,e
2020,8,745883,e
2020,9,729897,e
2020,10,747757,e
2020,11,736417,e
2020,12,755570,e
2020,13,750180,e
2020,14,735170,e
2020,15,744218,e
2020,16,760578,e
2020,17,761348,e
2020,18,779039,e
2020,19,811591,e
2020,20,865943,e
2020,21,885430,e
2020,22,910983,e
2020,23,955511,e
2020,24,952624,e
2020,25,939020,e
2020,26,953617,e
2020,27,984464,e
2020,28,1000769,e
2020,29,1035069,e
2020,30,1127628,e
2020,31,1112935,e
2020,32,1136859,e
2020,33,1112354,e
2020,34,1091312,e
2020,35,1058097,e
2020,36,1050221,e
2020,37,1050675,e
2020,38,1070818,e
2020,39,1061065,e
2020,40,1065188,e
2020,41,1013187,e
2020,42,998596,e
2020,43,988332,e
2020,44,969585,e
2020,45,944048,e
2020,46,954793,e
2020,47,960699,e
2020,48,1038215,e
2020,49,1138105,e
2020,50,1177845,e
2020,51,1261618,e
2020,52,1318051,e
2020,53,1348886,e
2020,54,1380824,e
2020,55,1381357,e
2020,56,1402572,e
2020,57,1385607,e
2020,58,1336643,e
2020,59,1311139,e
2020,60,1261935,e
2020,61,1220021,e
2020,62,1146667,e
2020,63,1113442,e
2020,64,1076072,e
2020,65,1035309,e
2020,66,1007452,e
2020,67,967555,e
2020,68,958288,e
2020,69,930500,e
2020,70,921770,e
2020,71,881247,e
2020,72,795008,e
2020,73,737688,e
2020,74,632357,e
2020,75,546752,e
2020,76,718997,e
2020,77,717058,e
2020,78,680345,e
2020,79,804876,e
2020,80,818459,e
2020,81,775452,e
2020,82,687458,e
2020,83,604464,e
2020,84,544669,e
2020,85,482570,e
2020,86,406395,e
2020,87,291450,e
2020,88,255545,e
2020,89,226281,e
2020,90,843691,e
2021,0,791254,e
2021,1,780795,e
2021,2,789145,e
2021,3,803334,e
2021,4,810805,e
2021,5,816142,e
2021,6,789397,e
2021,7,779278,e
2021,8,752469,e
2021,9,750855,e
2021,10,734666,e
2021,11,752600,e
2021,12,741247,e
2021,13,760080,e
2021,14,754868,e
2021,15,740018,e
2021,16,750057,e
2021,17,766249,e
2021,18,772950,e
2021,19,797706,e
2021,20,831435,e
2021,21,884287,e
2021,22,902991,e
2021,23,930132,e
2021,24,973682,e
2021,25,968595,e
2021,26,953757,e
2021,27,966208,e
2021,28,994633,e
2021,29,1009536,e
2021,30,1042411,e
2021,31,1134154,e
2021,32,1118705,e
2021,33,1141779,e
2021,34,1116555,e
2021,35,1094982,e
2021,36,1061333,e
2021,37,1053033,e
2021,38,1053223,e
2021,39,1072623,e
2021,40,1062573,e
2021,41,1066630,e
2021,42,1014635,e
2021,43,999583,e
2021,44,988878,e
2021,45,969960,e
2021,46,943804,e
2021,47,954234,e
2021,48,959948,e
2021,49,1036458,e
2021,50,1135710,e
2021,51,1174754,e
2021,52,1257877,e
2021,53,1313453,e
2021,54,1343318,e
2021,55,1374519,e
2021,56,1373938,e
2021,57,1394414,e
2021,58,1376677,e
2021,59,1327249,e
2021,60,1300524,e
2021,61,1250775,e
2021,62,1208290,e
2021,63,1134297,e
2021,64,1100158,e
2021,65,1061809,e
2021,66,1020393,e
2021,67,991948,e
2021,68,951916,e
2021,69,941864,e
2021,70,913046,e
2021,71,902997,e
2021,72,862165,e
2021,73,776134,e
2021,74,718950,e
2021,75,614207,e
2021,76,530053,e
2021,77,694896,e
2021,78,691201,e
2021,79,653265,e
2021,80,769265,e
2021,81,777644,e
2021,82,732760,e
2021,83,644569,e
2021,84,561973,e
2021,85,500633,e
2021,86,438006,e
2021,87,363439,e
2021,88,256307,e
2021,89,220616,e
2021,90,846443,e
2022,0,724711,e
2022,1,786020,e
2022,2,773830,e
2022,3,782423,e
2022,4,797764,e
2022,5,806985,e
2022,6,813028,e
2022,7,789459,e
2022,8,784585,e
2022,9,758158,e
2022,10,758910,e
2022,11,747682,e
2022,12,766458,e
2022,13,755318,e
2022,14,773637,e
2022,15,768874,e
2022,16,758538,e
2022,17,769569,e
2022,18,785932,e
2022,19,781687,e
2022,20,808872,e
2022,21,841475,e
2022,22,896256,e
2022,23,916419,e
2022,24,943851,e
2022,25,974583,e
2022,26,960813,e
2022,27,945076,e
2022,28,957050,e
2022,29,988725,e
2022,30,1008989,e
2022,31,1039191,e
2022,32,1132170,e
2022,33,1121071,e
2022,34,1148331,e
2022,35,1127210,e
2022,36,1110221,e
2022,37,1077830,e
2022,38,1071318,e
2022,39,1072332,e
2022,40,1089399,e
2022,41,1078198,e
2022,42,1080211,e
2022,43,1026834,e
2022,44,1009558,e
2022,45,996382,e
2022,46,974472,e
2022,47,946454,e
2022,48,956236,e
2022,49,959060,e
2022,50,1037811,e
2022,51,1142926,e
2022,52,1179605,e
2022,53,1260300,e
2022,54,1311421,e
2022,55,1336750,e
2022,56,1364843,e
2022,57,1359596,e
2022,58,1377425,e
2022,59,1357591,e
2022,60,1314013,e
2022,61,1291918,e
2022,62,1238058,e
2022,63,1194921,e
2022,64,1118964,e
2022,65,1088293,e
2022,66,1054196,e
2022,67,1010093,e
2022,68,980713,e
2022,69,937604,e
2022,70,925445,e
2022,71,896307,e
2022,72,882261,e
2022,73,839130,e
2022,74,752072,e
2022,75,693604,e
2022,76,590028,e
2022,77,506237,e
2022,78,660703,e
2022,79,652633,e
2022,80,613796,e
2022,81,719963,e
2022,82,722205,e
2022,83,675973,e
2022,84,589512,e
2022,85,508867,e
2022,86,447148,e
2022,87,384993,e
2022,88,314913,e
2022,89,217677,e
2022,90,825838,e
2023,0,689834,e
2023,1,739396,e
2023,2,793110,e
2023,3,780001,e
2023,4,789018,e
2023,5,803981,e
2023,6,811968,e
2023,7,819428,e
2023,8,796805,e
2023,9,791898,e
2023,10,765417,e
2023,11,766222,e
2023,12,754679,e
2023,13,773408,e
2023,14,762581,e
2023,15,782622,e
2023,16,781151,e
2023,17,772651,e
2023,18,792971,e
2023,19,816315,e
2023,20,813035,e
2023,21,837149,e
2023,22,870130,e
2023,23,928917,e
2023,24,946787,e
2023,25,973295,e
2023,26,1002587,e
2023,27,985655,e
2023,28,967455,e
2023,29,976773,e
2023,30,1005785,e
2023,31,1025104,e
2023,32,1053581,e
2023,33,1145120,e
2023,34,1133261,e
2023,35,1159672,e
2023,36,1137901,e
2023,37,1120036,e
2023,38,1087415,e
2023,39,1079970,e
2023,40,1079899,e
2023,41,1096264,e
2023,42,1084454,e
2023,43,1085776,e
2023,44,1031820,e
2023,45,1013824,e
2023,46,999462,e
2023,47,977295,e
2023,48,948564,e
2023,49,957877,e
2023,50,959577,e
2023,51,1037940,e
2023,52,1141829,e
2023,53,1177688,e
2023,54,1256958,e
2023,55,1307494,e
2023,56,1331523,e
2023,57,1358809,e
2023,58,1352516,e
2023,59,1369423,e
2023,60,1349445,e
2023,61,1304897,e
2023,62,1281497,e
2023,63,1226809,e
2023,64,1182724,e
2023,65,1106221,e
2023,66,1074054,e
2023,67,1039705,e
2023,68,995379,e
2023,69,965316,e
2023,70,921507,e
2023,71,908307,e
2023,72,878105,e
2023,73,862652,e
2023,74,818394,e
2023,75,732018,e
2023,76,673200,e
2023,77,570401,e
2023,78,487757,e
2023,79,634578,e
2023,80,623451,e
2023,81,583715,e
2023,82,681158,e
2023,83,678282,e
2023,84,630184,e
2023,85,543637,e
2023,86,464292,e
2023,87,401442,e
2023,88,340068,e
2023,89,273060,e
2023,90,821714,e
2024,0,673380,e
2024,1,700940,e
2024,2,744162,e
2024,3,797030,e
2024,4,783616,e
2024,5,792542,e
2024,6,806423,e
2024,7,816018,e
2024,8,824410,e
2024,9,802173,e
2024,10,797364,e
2024,11,771006,e
2024,12,771740,e
2024,13,760061,e
2024,14,779030,e
2024,15,769457,e
2024,16,792341,e
2024,17,793349,e
2024,18,792901,e
2024,19,817999,e
2024,20,843316,e
2024,21,834907,e
2024,22,857842,e
2024,23,893523,e
2024,24,952560,e
2024,25,968463,e
2024,26,994345,e
2024,27,1020294,e
2024,28,1001001,e
2024,29,980890,e
2024,30,988288,e
2024,31,1015189,e
2024,32,1033390,e
2024,33,1060509,e
2024,34,1151887,e
2024,35,1139320,e
2024,36,1165498,e
2024,37,1143025,e
2024,38,1124922,e
2024,39,1092066,e
2024,40,1083525,e
2024,41,1083458,e
2024,42,1099294,e
2024,43,1086742,e
2024,44,1088001,e
2024,45,1032845,e
2024,46,1014045,e
2024,47,999487,e
2024,48,976705,e
2024,49,947515,e
2024,50,956347,e
2024,51,957400,e
2024,52,1035320,e
2024,53,1138063,e
2024,54,1173661,e
2024,55,1251796,e
2024,56,1301334,e
2024,57,1324870,e
2024,58,1351436,e
2024,59,1344152,e
2024,60,1360738,e
2024,61,1339742,e
2024,62,1294344,e
2024,63,1269790,e
2024,64,1214279,e
2024,65,1169242,e
2024,66,1091834,e
2024,67,1059429,e
2024,68,1024594,e
2024,69,979854,e
2024,70,949236,e
2024,71,904559,e
2024,72,890040,e
2024,73,859165,e
2024,74,842694,e
2024,75,797432,e
2024,76,711029,e
2024,77,651950,e
2024,78,550371,e
2024,79,468806,e
2024,80,607141,e
2024,81,593775,e
2024,82,553001,e
2024,83,641590,e
2024,84,633529,e
2024,85,582919,e
2024,86,497275,e
2024,87,419573,e
2024,88,356617,e
2024,89,296480,e
2024,90,872939,e
