"statistics","state","year","day","date","deaths","quality"
"Statistik der Sterbefälle","Berlin",2002,"01.05.",2002-05-01,72,"e"
"Statistik der Sterbefälle","Berlin",2002,"02.05.",2002-05-02,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"03.05.",2002-05-03,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"04.05.",2002-05-04,97,"e"
"Statistik der Sterbefälle","Berlin",2002,"05.05.",2002-05-05,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"06.05.",2002-05-06,95,"e"
"Statistik der Sterbefälle","Berlin",2002,"07.05.",2002-05-07,72,"e"
"Statistik der Sterbefälle","Berlin",2002,"08.05.",2002-05-08,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"09.05.",2002-05-09,108,"e"
"Statistik der Sterbefälle","Berlin",2002,"10.05.",2002-05-10,85,"e"
"Statistik der Sterbefälle","Berlin",2002,"11.05.",2002-05-11,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"12.05.",2002-05-12,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"13.05.",2002-05-13,85,"e"
"Statistik der Sterbefälle","Berlin",2002,"14.05.",2002-05-14,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"15.05.",2002-05-15,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"16.05.",2002-05-16,78,"e"
"Statistik der Sterbefälle","Berlin",2002,"17.05.",2002-05-17,76,"e"
"Statistik der Sterbefälle","Berlin",2002,"18.05.",2002-05-18,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"19.05.",2002-05-19,88,"e"
"Statistik der Sterbefälle","Berlin",2002,"20.05.",2002-05-20,75,"e"
"Statistik der Sterbefälle","Berlin",2002,"21.05.",2002-05-21,99,"e"
"Statistik der Sterbefälle","Berlin",2002,"22.05.",2002-05-22,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"23.05.",2002-05-23,101,"e"
"Statistik der Sterbefälle","Berlin",2002,"24.05.",2002-05-24,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"25.05.",2002-05-25,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"26.05.",2002-05-26,77,"e"
"Statistik der Sterbefälle","Berlin",2002,"27.05.",2002-05-27,100,"e"
"Statistik der Sterbefälle","Berlin",2002,"28.05.",2002-05-28,72,"e"
"Statistik der Sterbefälle","Berlin",2002,"29.05.",2002-05-29,98,"e"
"Statistik der Sterbefälle","Berlin",2002,"30.05.",2002-05-30,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"31.05.",2002-05-31,81,"e"
"Statistik der Sterbefälle","Berlin",2002,"01.06.",2002-06-01,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"02.06.",2002-06-02,80,"e"
"Statistik der Sterbefälle","Berlin",2002,"03.06.",2002-06-03,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"04.06.",2002-06-04,78,"e"
"Statistik der Sterbefälle","Berlin",2002,"05.06.",2002-06-05,116,"e"
"Statistik der Sterbefälle","Berlin",2002,"06.06.",2002-06-06,76,"e"
"Statistik der Sterbefälle","Berlin",2002,"07.06.",2002-06-07,97,"e"
"Statistik der Sterbefälle","Berlin",2002,"08.06.",2002-06-08,80,"e"
"Statistik der Sterbefälle","Berlin",2002,"09.06.",2002-06-09,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"10.06.",2002-06-10,97,"e"
"Statistik der Sterbefälle","Berlin",2002,"11.06.",2002-06-11,89,"e"
"Statistik der Sterbefälle","Berlin",2002,"12.06.",2002-06-12,86,"e"
"Statistik der Sterbefälle","Berlin",2002,"13.06.",2002-06-13,100,"e"
"Statistik der Sterbefälle","Berlin",2002,"14.06.",2002-06-14,84,"e"
"Statistik der Sterbefälle","Berlin",2002,"15.06.",2002-06-15,73,"e"
"Statistik der Sterbefälle","Berlin",2002,"16.06.",2002-06-16,87,"e"
"Statistik der Sterbefälle","Berlin",2002,"17.06.",2002-06-17,87,"e"
"Statistik der Sterbefälle","Berlin",2002,"18.06.",2002-06-18,109,"e"
"Statistik der Sterbefälle","Berlin",2002,"19.06.",2002-06-19,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"20.06.",2002-06-20,96,"e"
"Statistik der Sterbefälle","Berlin",2002,"21.06.",2002-06-21,94,"e"
"Statistik der Sterbefälle","Berlin",2002,"22.06.",2002-06-22,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"23.06.",2002-06-23,75,"e"
"Statistik der Sterbefälle","Berlin",2002,"24.06.",2002-06-24,88,"e"
"Statistik der Sterbefälle","Berlin",2002,"25.06.",2002-06-25,67,"e"
"Statistik der Sterbefälle","Berlin",2002,"26.06.",2002-06-26,103,"e"
"Statistik der Sterbefälle","Berlin",2002,"27.06.",2002-06-27,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"28.06.",2002-06-28,69,"e"
"Statistik der Sterbefälle","Berlin",2002,"29.06.",2002-06-29,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"30.06.",2002-06-30,59,"e"
"Statistik der Sterbefälle","Berlin",2002,"01.07.",2002-07-01,93,"e"
"Statistik der Sterbefälle","Berlin",2002,"02.07.",2002-07-02,67,"e"
"Statistik der Sterbefälle","Berlin",2002,"03.07.",2002-07-03,88,"e"
"Statistik der Sterbefälle","Berlin",2002,"04.07.",2002-07-04,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"05.07.",2002-07-05,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"06.07.",2002-07-06,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"07.07.",2002-07-07,99,"e"
"Statistik der Sterbefälle","Berlin",2002,"08.07.",2002-07-08,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"09.07.",2002-07-09,96,"e"
"Statistik der Sterbefälle","Berlin",2002,"10.07.",2002-07-10,119,"e"
"Statistik der Sterbefälle","Berlin",2002,"11.07.",2002-07-11,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"12.07.",2002-07-12,85,"e"
"Statistik der Sterbefälle","Berlin",2002,"13.07.",2002-07-13,88,"e"
"Statistik der Sterbefälle","Berlin",2002,"14.07.",2002-07-14,75,"e"
"Statistik der Sterbefälle","Berlin",2002,"15.07.",2002-07-15,81,"e"
"Statistik der Sterbefälle","Berlin",2002,"16.07.",2002-07-16,84,"e"
"Statistik der Sterbefälle","Berlin",2002,"17.07.",2002-07-17,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"18.07.",2002-07-18,95,"e"
"Statistik der Sterbefälle","Berlin",2002,"19.07.",2002-07-19,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"20.07.",2002-07-20,75,"e"
"Statistik der Sterbefälle","Berlin",2002,"21.07.",2002-07-21,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"22.07.",2002-07-22,86,"e"
"Statistik der Sterbefälle","Berlin",2002,"23.07.",2002-07-23,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"24.07.",2002-07-24,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"25.07.",2002-07-25,81,"e"
"Statistik der Sterbefälle","Berlin",2002,"26.07.",2002-07-26,94,"e"
"Statistik der Sterbefälle","Berlin",2002,"27.07.",2002-07-27,63,"e"
"Statistik der Sterbefälle","Berlin",2002,"28.07.",2002-07-28,88,"e"
"Statistik der Sterbefälle","Berlin",2002,"29.07.",2002-07-29,104,"e"
"Statistik der Sterbefälle","Berlin",2002,"30.07.",2002-07-30,86,"e"
"Statistik der Sterbefälle","Berlin",2002,"31.07.",2002-07-31,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"01.08.",2002-08-01,105,"e"
"Statistik der Sterbefälle","Berlin",2002,"02.08.",2002-08-02,87,"e"
"Statistik der Sterbefälle","Berlin",2002,"03.08.",2002-08-03,97,"e"
"Statistik der Sterbefälle","Berlin",2002,"04.08.",2002-08-04,75,"e"
"Statistik der Sterbefälle","Berlin",2002,"05.08.",2002-08-05,86,"e"
"Statistik der Sterbefälle","Berlin",2002,"06.08.",2002-08-06,66,"e"
"Statistik der Sterbefälle","Berlin",2002,"07.08.",2002-08-07,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"08.08.",2002-08-08,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"09.08.",2002-08-09,76,"e"
"Statistik der Sterbefälle","Berlin",2002,"10.08.",2002-08-10,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"11.08.",2002-08-11,71,"e"
"Statistik der Sterbefälle","Berlin",2002,"12.08.",2002-08-12,89,"e"
"Statistik der Sterbefälle","Berlin",2002,"13.08.",2002-08-13,103,"e"
"Statistik der Sterbefälle","Berlin",2002,"14.08.",2002-08-14,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"15.08.",2002-08-15,102,"e"
"Statistik der Sterbefälle","Berlin",2002,"16.08.",2002-08-16,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"17.08.",2002-08-17,88,"e"
"Statistik der Sterbefälle","Berlin",2002,"18.08.",2002-08-18,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"19.08.",2002-08-19,91,"e"
"Statistik der Sterbefälle","Berlin",2002,"20.08.",2002-08-20,83,"e"
"Statistik der Sterbefälle","Berlin",2002,"21.08.",2002-08-21,100,"e"
"Statistik der Sterbefälle","Berlin",2002,"22.08.",2002-08-22,87,"e"
"Statistik der Sterbefälle","Berlin",2002,"23.08.",2002-08-23,89,"e"
"Statistik der Sterbefälle","Berlin",2002,"24.08.",2002-08-24,96,"e"
"Statistik der Sterbefälle","Berlin",2002,"25.08.",2002-08-25,74,"e"
"Statistik der Sterbefälle","Berlin",2002,"26.08.",2002-08-26,101,"e"
"Statistik der Sterbefälle","Berlin",2002,"27.08.",2002-08-27,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"28.08.",2002-08-28,95,"e"
"Statistik der Sterbefälle","Berlin",2002,"29.08.",2002-08-29,85,"e"
"Statistik der Sterbefälle","Berlin",2002,"30.08.",2002-08-30,89,"e"
"Statistik der Sterbefälle","Berlin",2002,"31.08.",2002-08-31,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"01.09.",2002-09-01,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"02.09.",2002-09-02,71,"e"
"Statistik der Sterbefälle","Berlin",2002,"03.09.",2002-09-03,76,"e"
"Statistik der Sterbefälle","Berlin",2002,"04.09.",2002-09-04,85,"e"
"Statistik der Sterbefälle","Berlin",2002,"05.09.",2002-09-05,90,"e"
"Statistik der Sterbefälle","Berlin",2002,"06.09.",2002-09-06,75,"e"
"Statistik der Sterbefälle","Berlin",2002,"07.09.",2002-09-07,89,"e"
"Statistik der Sterbefälle","Berlin",2002,"08.09.",2002-09-08,84,"e"
"Statistik der Sterbefälle","Berlin",2002,"09.09.",2002-09-09,81,"e"
"Statistik der Sterbefälle","Berlin",2002,"10.09.",2002-09-10,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"11.09.",2002-09-11,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"12.09.",2002-09-12,77,"e"
"Statistik der Sterbefälle","Berlin",2002,"13.09.",2002-09-13,76,"e"
"Statistik der Sterbefälle","Berlin",2002,"14.09.",2002-09-14,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"15.09.",2002-09-15,80,"e"
"Statistik der Sterbefälle","Berlin",2002,"16.09.",2002-09-16,87,"e"
"Statistik der Sterbefälle","Berlin",2002,"17.09.",2002-09-17,82,"e"
"Statistik der Sterbefälle","Berlin",2002,"18.09.",2002-09-18,81,"e"
"Statistik der Sterbefälle","Berlin",2002,"19.09.",2002-09-19,87,"e"
"Statistik der Sterbefälle","Berlin",2002,"20.09.",2002-09-20,98,"e"
"Statistik der Sterbefälle","Berlin",2002,"21.09.",2002-09-21,76,"e"
"Statistik der Sterbefälle","Berlin",2002,"22.09.",2002-09-22,71,"e"
"Statistik der Sterbefälle","Berlin",2002,"23.09.",2002-09-23,80,"e"
"Statistik der Sterbefälle","Berlin",2002,"24.09.",2002-09-24,93,"e"
"Statistik der Sterbefälle","Berlin",2002,"25.09.",2002-09-25,92,"e"
"Statistik der Sterbefälle","Berlin",2002,"26.09.",2002-09-26,97,"e"
"Statistik der Sterbefälle","Berlin",2002,"27.09.",2002-09-27,101,"e"
